time;longitude;latitude;altitude;speed;bearing;accuracy
=60*60*16+60*38+40.249;8.311497;47.00056;496.0;14.25;345.0;4.0
=60*60*16+60*38+41.234;8.311449;47.000683;496.0;14.25;345.0;5.0
=60*60*16+60*38+41.272;8.311449;47.000683;496.0;14.25;345.0;5.0
=60*60*16+60*38+43.235;8.311314;47.000913;497.0;14.0;339.0;6.0
=60*60*16+60*38+43.266;8.311314;47.000913;497.0;14.0;339.0;6.0
=60*60*16+60*38+44.238;8.311229;47.001016;497.0;14.25;337.0;4.0
=60*60*16+60*38+44.271;8.311229;47.001016;497.0;14.25;337.0;4.0
=60*60*16+60*38+45.242;8.311152;47.001158;497.0;14.5;335.0;3.9
=60*60*16+60*38+45.261;8.311152;47.001158;497.0;14.5;335.0;3.0
=60*60*16+60*38+46.209;8.311056;47.00129;496.0;15.75;334.0;3.9
=60*60*16+60*38+46.217;8.311056;47.00129;496.0;15.75;334.0;3.0
=60*60*16+60*38+47.220;8.310949;47.001432;496.0;17.0;331.0;3.9
=60*60*16+60*38+47.254;8.310949;47.001432;496.0;17.0;331.0;3.0
=60*60*16+60*38+48.202;8.310833;47.001577;495.0;18.0;329.0;3.9
=60*60*16+60*38+48.280;8.310833;47.001577;495.0;18.0;329.0;3.0
=60*60*16+60*38+49.226;8.310698;47.001724;495.0;18.75;327.0;3.9
=60*60*16+60*38+49.364;8.310698;47.001724;495.0;18.75;327.0;3.0
=60*60*16+60*38+50.222;8.310558;47.001861;495.0;19.25;325.0;3.9
=60*60*16+60*38+50.267;8.310558;47.001861;495.0;19.25;325.0;3.0
=60*60*16+60*38+51.199;8.31041;47.002005;495.0;19.5;323.0;3.9
=60*60*16+60*38+51.264;8.31041;47.002005;495.0;19.5;323.0;3.0
=60*60*16+60*38+52.220;8.310246;47.002146;495.0;20.0;322.0;3.9
=60*60*16+60*38+52.274;8.310246;47.002146;495.0;20.0;322.0;3.0
=60*60*16+60*38+53.200;8.310078;47.00229;494.0;20.25;321.0;3.9
=60*60*16+60*38+53.274;8.310078;47.00229;494.0;20.25;321.0;3.0
=60*60*16+60*38+54.199;8.309904;47.002431;494.0;20.25;320.0;3.9
=60*60*16+60*38+54.296;8.309904;47.002431;494.0;20.25;320.0;3.0
=60*60*16+60*38+55.198;8.309737;47.002563;494.0;19.75;319.0;3.9
=60*60*16+60*38+55.289;8.309737;47.002563;494.0;19.75;319.0;3.0
=60*60*16+60*38+56.197;8.309571;47.002682;493.0;19.0;318.0;3.9
=60*60*16+60*38+56.277;8.309571;47.002682;493.0;19.0;318.0;3.0
=60*60*16+60*38+58.244;8.309254;47.002928;493.0;18.75;319.0;6.0
=60*60*16+60*38+58.258;8.309254;47.002928;493.0;18.75;319.0;6.0
=60*60*16+60*38+59.190;8.309093;47.003041;493.0;17.75;318.0;4.0
=60*60*16+60*38+59.210;8.309093;47.003041;493.0;17.75;318.0;4.0
=60*60*16+60*39+00.274;8.308942;47.003133;493.0;16.75;316.0;4.0
=60*60*16+60*39+00.874;8.308942;47.003133;493.0;16.75;316.0;4.0
=60*60*16+60*39+01.293;8.308805;47.003256;494.0;16.5;316.0;3.9
=60*60*16+60*39+01.479;8.308805;47.003256;494.0;16.5;316.0;3.0
=60*60*16+60*39+02.191;8.308647;47.003361;492.0;17.0;317.0;4.0
=60*60*16+60*39+02.209;8.308647;47.003361;492.0;17.0;317.0;4.0
=60*60*16+60*39+03.195;8.308493;47.003431;491.0;15.75;312.0;5.0
=60*60*16+60*39+03.224;8.308493;47.003431;491.0;15.75;312.0;5.0
=60*60*16+60*39+04.194;8.308341;47.003523;491.0;15.5;312.0;7.0
=60*60*16+60*39+04.224;8.308341;47.003523;491.0;15.5;312.0;7.0
=60*60*16+60*39+11.263;8.30731;47.004159;493.0;15.0;312.0;20.0
=60*60*16+60*39+11.409;8.30731;47.004159;493.0;15.0;312.0;20.0
=60*60*16+60*39+12.198;8.307119;47.004315;494.0;15.0;310.0;9.0
=60*60*16+60*39+12.271;8.307119;47.004315;494.0;15.0;310.0;9.0
=60*60*16+60*39+13.198;8.306978;47.004452;494.0;14.5;307.0;8.0
=60*60*16+60*39+13.272;8.306978;47.004452;494.0;14.5;307.0;8.0
=60*60*16+60*39+14.201;8.306823;47.004512;495.0;14.25;303.0;6.0
=60*60*16+60*39+14.231;8.306823;47.004512;495.0;14.25;303.0;6.0
=60*60*16+60*39+15.210;8.306645;47.004563;495.0;14.0;298.0;6.0
=60*60*16+60*39+15.290;8.306645;47.004563;495.0;14.0;298.0;6.0
=60*60*16+60*39+16.196;8.30648;47.004613;496.0;14.25;297.0;5.0
=60*60*16+60*39+16.262;8.30648;47.004613;496.0;14.25;297.0;5.0
=60*60*16+60*39+17.197;8.306328;47.004672;495.0;14.5;301.0;5.0
=60*60*16+60*39+17.271;8.306328;47.004672;495.0;14.5;301.0;5.0
=60*60*16+60*39+18.687;8.306156;47.004753;495.0;15.0;305.0;5.0
=60*60*16+60*39+18.705;8.306156;47.004753;495.0;15.0;305.0;5.0
=60*60*16+60*39+19.191;8.306009;47.004856;494.0;15.5;313.0;4.0
=60*60*16+60*39+19.205;8.306009;47.004856;494.0;15.5;313.0;4.0
=60*60*16+60*39+20.197;8.305883;47.004912;490.0;15.0;315.0;4.0
=60*60*16+60*39+20.274;8.305883;47.004912;490.0;15.0;315.0;4.0
=60*60*16+60*39+21.197;8.305776;47.005027;490.0;15.75;323.0;3.9
=60*60*16+60*39+21.263;8.305776;47.005027;490.0;15.75;323.0;3.0
=60*60*16+60*39+22.197;8.305662;47.005154;489.0;16.5;329.0;3.9
=60*60*16+60*39+22.272;8.305662;47.005154;489.0;16.5;329.0;3.0
=60*60*16+60*39+23.195;8.305566;47.005293;489.0;16.25;333.0;3.9
=60*60*16+60*39+23.264;8.305566;47.005293;489.0;16.25;333.0;3.0
=60*60*16+60*39+24.197;8.305486;47.005425;490.0;16.0;337.0;3.9
=60*60*16+60*39+24.314;8.305486;47.005425;490.0;16.0;337.0;3.0
=60*60*16+60*39+25.197;8.305417;47.005559;490.0;16.0;339.0;3.9
=60*60*16+60*39+25.272;8.305417;47.005559;490.0;16.0;339.0;3.0
=60*60*16+60*39+26.210;8.305348;47.005703;490.0;16.0;341.0;3.9
=60*60*16+60*39+26.294;8.305348;47.005703;490.0;16.0;341.0;3.0
=60*60*16+60*39+27.193;8.305281;47.005845;490.0;16.0;342.0;3.9
=60*60*16+60*39+27.222;8.305281;47.005845;490.0;16.0;342.0;3.0
=60*60*16+60*39+28.314;8.305222;47.005983;489.0;16.0;344.0;3.9
=60*60*16+60*39+28.323;8.305222;47.005983;489.0;16.0;344.0;3.0
=60*60*16+60*39+29.191;8.30518;47.006115;489.0;15.75;346.0;3.9
=60*60*16+60*39+29.200;8.30518;47.006115;489.0;15.75;346.0;3.0
=60*60*16+60*39+30.196;8.305139;47.006253;489.0;15.75;348.0;3.9
=60*60*16+60*39+30.272;8.305139;47.006253;489.0;15.75;348.0;3.0
=60*60*16+60*39+31.197;8.305114;47.006399;489.0;15.75;350.0;3.9
=60*60*16+60*39+31.270;8.305114;47.006399;489.0;15.75;350.0;3.0
=60*60*16+60*39+32.196;8.305089;47.006536;489.0;15.75;352.0;3.9
=60*60*16+60*39+32.620;8.305089;47.006536;489.0;15.75;352.0;3.0
=60*60*16+60*39+33.197;8.305071;47.006672;489.0;15.75;354.0;3.9
=60*60*16+60*39+33.272;8.305071;47.006672;489.0;15.75;354.0;3.0
=60*60*16+60*39+34.197;8.305058;47.006819;489.0;15.75;356.0;3.9
=60*60*16+60*39+34.276;8.305058;47.006819;489.0;15.75;356.0;3.0
=60*60*16+60*39+35.197;8.305054;47.00696;489.0;15.75;358.0;3.9
=60*60*16+60*39+35.272;8.305054;47.00696;489.0;15.75;358.0;3.0
=60*60*16+60*39+36.193;8.305056;47.007115;489.0;15.5;359.0;3.9
=60*60*16+60*39+36.223;8.305056;47.007115;489.0;15.5;359.0;3.0
=60*60*16+60*39+37.197;8.305056;47.007246;489.0;15.0;0.0;3.9
=60*60*16+60*39+37.271;8.305056;47.007246;489.0;15.0;0.0;3.0
=60*60*16+60*39+38.212;8.305065;47.007377;489.0;14.25;1.0;3.9
=60*60*16+60*39+38.292;8.305065;47.007377;489.0;14.25;1.0;3.0
=60*60*16+60*39+39.211;8.30507;47.007503;490.0;13.75;1.0;3.9
=60*60*16+60*39+39.293;8.30507;47.007503;490.0;13.75;1.0;3.0
=60*60*16+60*39+40.212;8.305076;47.007619;490.0;13.0;1.0;3.9
=60*60*16+60*39+40.363;8.305076;47.007619;490.0;13.0;1.0;3.0
=60*60*16+60*39+41.213;8.305071;47.007726;491.0;12.25;359.0;3.9
=60*60*16+60*39+41.284;8.305071;47.007726;491.0;12.25;359.0;3.0
=60*60*16+60*39+42.200;8.305053;47.007828;491.0;11.25;353.0;3.9
=60*60*16+60*39+42.285;8.305053;47.007828;491.0;11.25;353.0;3.0
=60*60*16+60*39+43.197;8.305016;47.007916;491.0;9.75;343.0;3.9
=60*60*16+60*39+44.240;8.30498;47.007999;491.0;9.5;344.0;3.0
=60*60*16+60*39+45.195;8.304966;47.008082;491.0;8.75;349.0;3.9
=60*60*16+60*39+46.218;8.304945;47.008159;491.0;8.75;349.0;4.0
=60*60*16+60*39+47.208;8.304923;47.00824;491.0;8.75;349.0;6.0
=60*60*16+60*39+47.790;8.304923;47.00824;491.0;8.75;349.0;6.0
=60*60*16+60*39+48.193;8.304965;47.008328;491.0;10.0;9.0;6.0
=60*60*16+60*39+48.223;8.304965;47.008328;491.0;10.0;9.0;6.0
=60*60*16+60*39+49.233;8.304989;47.008421;492.0;10.25;10.0;4.0
=60*60*16+60*39+50.194;8.30499;47.008518;492.0;11.25;0.0;5.0
=60*60*16+60*39+50.223;8.30499;47.008518;492.0;11.25;0.0;5.0
=60*60*16+60*39+51.197;8.304948;47.008614;492.0;12.0;348.0;4.0
=60*60*16+60*39+51.275;8.304948;47.008614;492.0;12.0;348.0;4.0
=60*60*16+60*39+52.197;8.304912;47.008719;491.0;13.0;343.0;4.0
=60*60*16+60*39+52.272;8.304912;47.008719;491.0;13.0;343.0;4.0
=60*60*16+60*39+53.197;8.304862;47.008845;492.0;14.25;343.0;4.0
=60*60*16+60*39+53.273;8.304862;47.008845;492.0;14.25;343.0;4.0
=60*60*16+60*39+54.198;8.304805;47.008966;493.0;14.75;343.0;4.0
=60*60*16+60*39+54.578;8.304805;47.008966;493.0;14.75;343.0;4.0
=60*60*16+60*39+55.198;8.304747;47.009103;492.0;15.5;343.0;4.0
=60*60*16+60*39+55.274;8.304747;47.009103;492.0;15.5;343.0;4.0
=60*60*16+60*39+56.208;8.304693;47.009247;492.0;15.75;344.0;3.9
=60*60*16+60*39+56.288;8.304693;47.009247;492.0;15.75;344.0;3.0
=60*60*16+60*39+57.191;8.304642;47.009376;492.0;15.75;346.0;3.9
=60*60*16+60*39+57.200;8.304642;47.009376;492.0;15.75;346.0;3.0
=60*60*16+60*39+58.196;8.304607;47.009513;492.0;16.25;347.0;4.0
=60*60*16+60*39+58.377;8.304607;47.009513;492.0;16.25;347.0;4.0
=60*60*16+60*39+59.200;8.304558;47.009661;491.0;16.75;345.0;4.0
=60*60*16+60*39+59.252;8.304558;47.009661;491.0;16.75;345.0;4.0
=60*60*16+60*40+00.199;8.304497;47.009805;492.0;16.5;343.0;4.0
=60*60*16+60*40+00.264;8.304497;47.009805;492.0;16.5;343.0;4.0
=60*60*16+60*40+01.194;8.304436;47.009935;491.0;16.25;343.0;3.9
=60*60*16+60*40+01.244;8.304436;47.009935;491.0;16.25;343.0;3.0
=60*60*16+60*40+02.199;8.304368;47.010057;491.0;15.25;341.0;4.0
=60*60*16+60*40+02.243;8.304368;47.010057;491.0;15.25;341.0;4.0
=60*60*16+60*40+03.197;8.304312;47.010201;491.0;15.0;343.0;4.0
=60*60*16+60*40+03.285;8.304312;47.010201;491.0;15.0;343.0;4.0
=60*60*16+60*40+04.191;8.30426;47.010332;490.0;14.25;343.0;3.9
=60*60*16+60*40+04.202;8.30426;47.010332;490.0;14.25;343.0;3.0
=60*60*16+60*40+05.211;8.30421;47.010451;491.0;13.5;344.0;3.9
=60*60*16+60*40+05.256;8.30421;47.010451;491.0;13.5;344.0;3.0
=60*60*16+60*40+06.197;8.304168;47.01057;491.0;13.0;344.0;4.0
=60*60*16+60*40+06.258;8.304168;47.01057;491.0;13.0;344.0;4.0
=60*60*16+60*40+07.198;8.304125;47.010667;490.0;12.25;344.0;4.0
=60*60*16+60*40+07.250;8.304125;47.010667;490.0;12.25;344.0;4.0
=60*60*16+60*40+08.200;8.304083;47.010769;491.0;11.75;345.0;5.0
=60*60*16+60*40+08.251;8.304083;47.010769;491.0;11.75;345.0;5.0
=60*60*16+60*40+09.212;8.304049;47.010857;491.0;10.75;348.0;7.0
=60*60*16+60*40+11.252;8.303995;47.010935;492.0;5.5;348.0;7.0
=60*60*16+60*40+12.200;8.304003;47.010979;491.0;2.75;345.0;6.0
=60*60*16+60*40+16.271;8.303964;47.011061;494.0;3.0;346.0;8.0
=60*60*16+60*40+17.190;8.30399;47.011113;494.0;4.0;10.0;7.0
=60*60*16+60*40+19.194;8.304083;47.011157;493.0;5.25;58.0;6.0
=60*60*16+60*40+20.196;8.304159;47.011166;493.0;6.0;76.0;5.0
=60*60*16+60*40+21.219;8.304245;47.011169;492.0;6.75;84.0;5.0
=60*60*16+60*40+22.215;8.304343;47.011171;492.0;7.5;88.0;4.0
=60*60*16+60*40+23.249;8.30445;47.011171;491.0;7.75;89.0;4.0
=60*60*16+60*40+24.192;8.304554;47.011174;491.0;7.75;90.0;4.0
=60*60*16+60*40+25.277;8.304656;47.011177;491.0;7.75;90.0;4.0
=60*60*16+60*40+26.208;8.304754;47.011177;490.0;7.5;90.0;4.0
=60*60*16+60*40+27.281;8.304842;47.011172;490.0;6.5;93.0;4.0
=60*60*16+60*40+28.195;8.304907;47.011167;489.0;5.25;94.0;4.0
=60*60*16+60*40+30.265;8.305028;47.011154;489.0;5.0;103.0;4.0
=60*60*16+60*40+31.198;8.30509;47.011145;488.0;4.75;100.0;3.9
=60*60*16+60*40+33.276;8.305208;47.011178;488.0;4.75;58.0;3.0
=60*60*16+60*40+34.215;8.305236;47.011213;488.0;5.0;30.0;3.9
=60*60*16+60*40+35.268;8.305244;47.011269;490.0;5.5;4.0;3.0
=60*60*16+60*40+36.203;8.305235;47.01133;491.0;6.5;348.0;3.9
=60*60*16+60*40+37.264;8.305224;47.011402;491.0;7.5;351.0;3.0
=60*60*16+60*40+38.213;8.305199;47.011477;491.0;8.25;351.0;3.9
=60*60*16+60*40+39.254;8.305188;47.011557;492.0;8.0;351.0;3.0
=60*60*16+60*40+40.191;8.305172;47.011628;492.0;8.0;351.0;4.0
=60*60*16+60*40+41.348;8.305156;47.011699;492.0;8.0;351.0;4.0
=60*60*16+60*40+42.208;8.305155;47.011786;494.0;8.75;355.0;5.0
=60*60*16+60*40+43.301;8.305147;47.011856;494.0;8.25;356.0;5.0
=60*60*16+60*40+44.208;8.305138;47.011925;495.0;8.0;357.0;4.0
=60*60*16+60*40+45.201;8.305138;47.011963;495.0;8.25;357.0;4.0
=60*60*16+60*40+46.198;8.305133;47.012038;495.0;8.25;357.0;6.0
=60*60*16+60*40+47.239;8.305129;47.012112;495.0;8.25;357.0;8.0
=60*60*16+60*40+48.198;8.305101;47.01216;495.0;7.5;353.0;7.0
=60*60*16+60*40+48.246;8.305101;47.01216;495.0;7.5;353.0;7.0
=60*60*16+60*40+49.196;8.305102;47.012252;497.0;9.25;356.0;6.0
=60*60*16+60*40+49.257;8.305102;47.012252;497.0;9.25;356.0;6.0
=60*60*16+60*40+50.199;8.305098;47.012342;498.0;9.0;355.0;5.0
=60*60*16+60*40+51.257;8.305096;47.012416;498.0;8.75;355.0;5.0
=60*60*16+60*40+52.213;8.305079;47.012491;499.0;9.5;356.0;5.0
=60*60*16+60*40+53.251;8.305073;47.012568;499.0;9.5;0.0;4.0
=60*60*16+60*40+54.215;8.305076;47.012659;499.0;10.0;0.0;4.0
=60*60*16+60*40+54.271;8.305076;47.012659;499.0;10.0;0.0;4.0
=60*60*16+60*40+55.201;8.305075;47.012764;498.0;10.25;355.0;4.0
=60*60*16+60*40+55.277;8.305075;47.012764;498.0;10.25;355.0;4.0
=60*60*16+60*40+56.199;8.305051;47.012862;499.0;10.5;352.0;4.0
=60*60*16+60*40+56.259;8.305051;47.012862;499.0;10.5;352.0;4.0
=60*60*16+60*40+57.190;8.305024;47.012955;498.0;10.75;348.0;4.0
=60*60*16+60*40+57.207;8.305024;47.012955;498.0;10.75;348.0;4.0
=60*60*16+60*40+58.192;8.304994;47.01305;494.0;10.75;348.0;3.9
=60*60*16+60*40+58.222;8.304994;47.01305;494.0;10.75;348.0;3.0
=60*60*16+60*40+59.196;8.304969;47.013149;495.0;11.0;351.0;4.0
=60*60*16+60*40+59.768;8.304969;47.013149;495.0;11.0;351.0;4.0
=60*60*16+60*41+00.227;8.304943;47.013248;496.0;11.0;352.0;3.9
=60*60*16+60*41+00.256;8.304943;47.013248;496.0;11.0;352.0;3.0
=60*60*16+60*41+01.195;8.304929;47.013342;497.0;11.0;353.0;4.0
=60*60*16+60*41+01.233;8.304929;47.013342;497.0;11.0;353.0;4.0
=60*60*16+60*41+02.292;8.304915;47.013438;498.0;11.0;354.0;4.0
=60*60*16+60*41+02.333;8.304915;47.013438;498.0;11.0;354.0;4.0
=60*60*16+60*41+03.191;8.304907;47.013534;497.0;10.5;355.0;4.0
=60*60*16+60*41+03.207;8.304907;47.013534;497.0;10.5;355.0;4.0
=60*60*16+60*41+04.190;8.304897;47.013628;497.0;10.5;355.0;6.0
=60*60*16+60*41+04.204;8.304897;47.013628;497.0;10.5;355.0;6.0
=60*60*16+60*41+05.196;8.304873;47.013737;498.0;10.75;352.0;6.0
=60*60*16+60*41+05.772;8.304873;47.013737;498.0;10.75;352.0;6.0
=60*60*16+60*41+06.211;8.304869;47.01383;498.0;10.5;353.0;5.0
=60*60*16+60*41+07.247;8.304842;47.013909;498.0;10.25;349.0;5.0
=60*60*16+60*41+08.197;8.304819;47.013998;500.0;10.25;348.0;5.0
=60*60*16+60*41+09.239;8.304789;47.01408;500.0;10.25;347.0;5.0
=60*60*16+60*41+10.336;8.304755;47.014168;501.0;9.75;345.0;5.0
=60*60*16+60*41+11.240;8.30471;47.014251;503.0;8.75;343.0;5.0
=60*60*16+60*41+12.197;8.304687;47.014341;505.0;8.25;346.0;5.0
=60*60*16+60*41+13.248;8.304668;47.014403;504.0;7.25;347.0;5.0
=60*60*16+60*41+14.197;8.304656;47.014463;503.0;6.25;348.0;5.0
=60*60*16+60*41+16.215;8.304637;47.014535;503.0;3.75;347.0;6.0
=60*60*16+60*41+17.197;8.304638;47.01456;503.0;2.75;0.0;6.0
=60*60*16+60*41+23.254;8.304727;47.014593;503.0;3.0;77.0;5.0
=60*60*16+60*41+24.196;8.304797;47.014604;501.0;4.75;80.0;4.0
=60*60*16+60*41+26.279;8.304924;47.014618;501.0;4.75;80.0;6.0
=60*60*16+60*41+27.194;8.305062;47.014633;498.0;7.5;80.0;7.0
=60*60*16+60*41+27.267;8.305062;47.014633;498.0;7.5;80.0;7.0
=60*60*16+60*41+28.198;8.305185;47.014665;497.0;8.0;77.0;6.0
=60*60*16+60*41+29.227;8.305291;47.014681;497.0;8.0;76.0;6.0
=60*60*16+60*41+30.196;8.305398;47.014668;493.0;7.5;78.0;6.0
=60*60*16+60*41+32.257;8.305523;47.014683;493.0;5.0;83.0;8.0
=60*60*16+60*41+33.248;8.305575;47.014701;491.0;4.5;77.0;7.0
=60*60*16+60*41+35.202;8.305674;47.014713;492.0;3.25;78.0;5.0
=60*60*16+60*41+36.211;8.305727;47.014705;493.0;3.25;81.0;5.0
=60*60*16+60*41+40.254;8.305853;47.014728;493.0;0.5;71.0;5.0
=60*60*16+60*41+41.202;8.305857;47.014725;493.0;0.0;0;5.0
=60*60*16+60*41+56.261;8.305739;47.014687;491.0;0.5;252.0;3.0
=60*60*16+60*41+57.211;8.305735;47.014684;491.0;0.5;252.0;4.0
=60*60*16+60*42+23.481;8.305733;47.014626;493.0;0.0;0;4.0
